r0x,r0y,rTx,rTy,v0x,v0y,vTx,vTy,method,side_gap,K_used,cost,winding,min_distance,eps_scale,strict,regime_scp,width_slopes,dual_shares,dua_res,osqp_status,flag,id
1.5,0.0,-3.6666666666666665,3.833333333333333,0.0,0.0,0.0,0.0,solved,0.547400546367223,200,0.250482750713127,0,0.9997934934927929,1.0,True,1,0.56,0.66,9.904071875954656e-07,solved,,L1_00073
1.5,0.0,-3.6666666666666665,4.0,0.0,0.0,0.0,0.0,solved,0.5724501231281115,200,0.2574800819408437,0,1.0000000037270902,1.0,True,1,0.57,0.74,1.7763568394002505e-15,solved,,L1_00074
1.5,0.0,-3.5,0.05,0.0,0.0,0.0,0.0,solved,0.007089684095254567,200,0.26769656001800657,0,0.9997754008774511,1.0,True,1,0.50,0.33,4.441988226355775e-06,solved,,L1_00075
1.5,0.0,-3.5,0.16666666666666666,0.0,0.0,0.0,0.0,solved,0.023412040636717646,200,0.25995524311218166,0,0.9996658796482571,1.0,True,1,0.54,0.35,1.1683337961976292e-05,solved,,L1_00076
1.5,0.0,-3.5,0.3333333333333333,0.0,0.0,0.0,0.0,solved,0.04683428153609159,200,0.24985609824682908,0,1.0000006406474526,1.0,True,1,0.50,0.73,5.4168189824590235e-15,solved,,L1_00077
1.5,0.0,-3.5,0.5,0.0,0.0,0.0,0.0,solved,0.07027768298805237,200,0.24064720867516853,0,0.9996184892032713,1.0,True,1,0.53,0.37,1.0748154691238427e-05,solved,,L1_00078
1.5,0.0,-3.5,0.6666666666666666,0.0,0.0,0.0,0.0,solved,0.09376272176399611,200,0.23258974160250837,0,1.0000009304600193,1.0,True,1,0.56,0.56,4.3570065728474755e-15,solved,,L1_00079
1.5,0.0,-3.5,0.8333333333333333,0.0,0.0,0.0,0.0,solved,0.11727594209381242,200,0.2254384361339441,0,0.9998022919947269,1.0,True,1,0.53,0.42,5.855378583552451e-06,solved,,L1_00080
1.5,0.0,-3.5,1.0,0.0,0.0,0.0,0.0,solved,0.14082644663276317,200,0.2192524191520488,0,0.999578399788467,1.0,True,1,0.50,0.38,1.0483674768746454e-05,solved,,L1_00081
1.5,0.0,-3.5,1.1666666666666665,0.0,0.0,0.0,0.0,solved,0.16432083067547743,200,0.21406736902962992,0,0.999624109296479,1.0,True,1,0.54,0.34,9.469585834254168e-06,solved,,L1_00082
1.5,0.0,-3.5,1.3333333333333333,0.0,0.0,0.0,0.0,solved,0.1878230640467945,200,0.209869272770834,0,1.0000004470660553,1.0,True,1,0.54,0.69,1.7763568394002505e-15,solved,,L1_00083
1.5,0.0,-3.5,1.5,0.0,0.0,0.0,0.0,solved,0.21147242149410983,200,0.20648678685927957,0,0.9997546344116025,1.0,True,1,0.52,0.43,7.652612868177563e-06,solved,,L1_00084
1.5,0.0,-3.5,1.6666666666666665,0.0,0.0,0.0,0.0,solved,0.23511932158308685,200,0.20401412176124473,0,0.9997360576352791,1.0,True,1,0.55,0.42,2.1410064874327617e-06,solved,,L1_00085
1.5,0.0,-3.5,1.8333333333333333,0.0,0.0,0.0,0.0,solved,0.258858764677889,200,0.2023881972655996,0,0.9997222216750625,1.0,True,1,0.57,0.44,1.7469888694443748e-06,solved,,L1_00086
1.5,0.0,-3.5,2.0,0.0,0.0,0.0,0.0,solved,0.2826440142515162,200,0.20158043562819594,0,0.9997041770871656,1.0,True,1,0.57,0.42,2.02032576795963e-06,solved,,L1_00087
1.5,0.0,-3.5,2.1666666666666665,0.0,0.0,0.0,0.0,solved,0.30658670316302905,200,0.20156714168251008,0,0.9997111428004636,1.0,True,1,0.53,0.44,1.0575407098955969e-05,solved,,L1_00088
1.5,0.0,-3.5,2.333333333333333,0.0,0.0,0.0,0.0,solved,0.3305135171651137,200,0.20229062958285826,0,0.9994602496300562,1.0,True,1,0.51,0.39,4.8831559150142034e-06,solved,,L1_00089
1.5,0.0,-3.5,2.5,0.0,0.0,0.0,0.0,solved,0.3545545218059228,200,0.20378353315576264,0,0.9994654757805252,1.0,True,1,0.51,0.33,1.998975360628652e-06,solved,,L1_00090
